1786
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
22 FFFF FFFF FFFF CCRR RRCR FFFF CCCC FFFF CFFF FFFF CCRR FFFF
23 SSFF FFFF FFFF CCCC RCFF FFFF FFFF FFFF FFFF FFFF CCCC FFFF
24 FFFF FFCS RRRR FFFF FFFF FFFF FFFC FFFF CCCC FFCC CCCC FFFF
25 RCCS SSSS FFFF CCCR FFFF FFFF FFFF FFFF CCFF CCCC FCCF FFFF
26 FFFF FRCC CCCC RRRR CCRR CCCC RRFF FFFF FFFF FFFF CCFF FFFF
27 CCCR RRRR CCCC CCCC FFCR CCCC FFFF FFFF FFFF FFFF FFFF FFFF
28 CCFC FFFF CFFF CCCC FFFF CCRR FFFF FFFF CCCC FRFF RRRC CCCR
29 CCCC CCCC CFFF FFFC CFFF CCCC FFFF FFFF RRRR FFFF RRRF CFFF
30 FFFF **** CFFF CCCF CCCC CCCC FFFF FFFF FFFF FFFC FFFF FFFF
31 FFFF **** RRCC **** RRRR **** CCRC FFFF **** CCCC **** FFCC
1829
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 CCCS FFSS
 2 RRSS FFFC
 3 FFFF SSFF
 4 FFFF FFFF
 5 FFFF FFFF
 6 CCRR FFFF
 7 FFFF FFFF
 8 SSRR CFFR
 9 SRRR CCCC
10 FFFF CCCC
11 FSSS CCFF
12 CCFF FFFF
13 CCCC FFFF
14 CCCC CCCC
15 RRRR FFFF
16 FFFF FFFF
17 CCCC FFFF
18 SRRR FFFF
19 FFCC FFFF
20 FFFF CSSS
21 CCCC SSSS
22 CCCC FFFF
23 FFFF FFFF
24 SSCC FFCS
25 FFFF CCCC
26 FFFF SCCC
27 CCCC FFRF
28 FSSS FFFF
29 FFFF ****
30 FFFF ****
31 FFFF ****
